date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:36:45	33736/33736	---M--	200	added ('OK')	font/ttf	etag:%2275e104160d2b821c5909d19f047f674c-ssl%22	https://appstack.bootlab.io/fonts/fa-regular-400.ttf	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/fonts/fa-regular-400.ttf	(from https://appstack.bootlab.io/css/light.css)
10:36:47	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	etag:%22e82c50b4f880a9138679efcba53faa7f-ssl-df%22	https://appstack.bootlab.io/fonts/fa-regular-400.svg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/fonts/fa-regular-400.svg	(from https://appstack.bootlab.io/css/light.css)
10:36:49	203030/203030	---MCZ	200	added ('OK')	application/octet-stream	etag:%223e2043a0d3f510df89696c8bdb04cf62-ssl-df%22	https://appstack.bootlab.io/fonts/fa-solid-900.eot	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/fonts/fa-solid-900.eot	(from https://appstack.bootlab.io/css/light.css)
10:36:50	203030/203030	---M-Z	200	added ('OK')	application/octet-stream	etag:%223e2043a0d3f510df89696c8bdb04cf62-ssl-df%22	https://appstack.bootlab.io/fonts/fa-solid-900.eot?	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/fonts/fa-solid-900d41d.eot	(from https://appstack.bootlab.io/css/light.css)
10:36:51	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%22e6f53212f3c25bfce07edb7f34a4244f-ssl%22	https://appstack.bootlab.io/fonts/fa-solid-900.woff2	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/fonts/fa-solid-900.woff2	(from https://appstack.bootlab.io/css/light.css)
10:36:52	101652/101652	---MCZ	200	added ('OK')	application/font-woff	etag:%22e29b4586ea8bc9fdd83766dd80564fc8-ssl-df%22	https://appstack.bootlab.io/fonts/fa-solid-900.woff	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/fonts/fa-solid-900.woff	(from https://appstack.bootlab.io/css/light.css)
10:36:53	202744/202744	---M--	200	added ('OK')	font/ttf	etag:%22de29296fdabd647ba1b2778018514eee-ssl%22	https://appstack.bootlab.io/fonts/fa-solid-900.ttf	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/fonts/fa-solid-900.ttf	(from https://appstack.bootlab.io/css/light.css)
10:36:56	72049/72049	---M--	200	added ('OK')	image/jpeg	etag:%22bb53e0437fcb606c7d75196b4895692d-ssl%22	https://appstack.bootlab.io/img/screenshots/mixed.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/screenshots/mixed.jpg	(from https://appstack.bootlab.io/index.html)
10:36:57	47381/47381	---M-Z	200	added ('OK')	text/html	etag:%22f08b7f04b6795c563d1c1c625f5af19e-ssl-df%22	https://appstack.bootlab.io/dashboard-default.html?theme=default	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/dashboard-defaultd976.html	(from https://appstack.bootlab.io/index.html)
10:36:58	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	etag:%22a10090500e3b117d6d0b3e3b31242a0f-ssl-df%22	https://appstack.bootlab.io/fonts/fa-solid-900.svg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/fonts/fa-solid-900.svg	(from https://appstack.bootlab.io/css/light.css)
10:36:58	73390/73390	---M--	200	added ('OK')	image/jpeg	etag:%2202a3b71a74f420af2c91bfe59d3c492e-ssl%22	https://appstack.bootlab.io/img/screenshots/theme-default.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/screenshots/theme-default.jpg	(from https://appstack.bootlab.io/index.html)
10:37:00	47381/47381	---M-Z	200	added ('OK')	text/html	etag:%22f08b7f04b6795c563d1c1c625f5af19e-ssl-df%22	https://appstack.bootlab.io/dashboard-default.html?sidebarBehavior=compact	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/dashboard-defaultc765.html	(from https://appstack.bootlab.io/index.html)
10:37:01	70813/70813	---M--	200	added ('OK')	image/jpeg	etag:%22a55a7bb5c56721c9170907b8fef243ed-ssl%22	https://appstack.bootlab.io/img/screenshots/sidebar-compact.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/screenshots/sidebar-compact.jpg	(from https://appstack.bootlab.io/index.html)
10:37:02	47381/47381	---M-Z	200	added ('OK')	text/html	etag:%22f08b7f04b6795c563d1c1c625f5af19e-ssl-df%22	https://appstack.bootlab.io/dashboard-default.html?theme=dark	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/dashboard-default4965.html	(from https://appstack.bootlab.io/index.html)
10:37:03	68214/68214	---M--	200	added ('OK')	image/jpeg	etag:%221d66d39608de070ade210358b6008984-ssl%22	https://appstack.bootlab.io/img/screenshots/theme-dark.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/screenshots/theme-dark.jpg	(from https://appstack.bootlab.io/index.html)
10:37:05	47381/47381	---M-Z	200	added ('OK')	text/html	etag:%22f08b7f04b6795c563d1c1c625f5af19e-ssl-df%22	https://appstack.bootlab.io/dashboard-default.html?theme=colored	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/dashboard-defaultc7f2.html	(from https://appstack.bootlab.io/index.html)
10:37:06	75874/75874	---M--	200	added ('OK')	image/jpeg	etag:%22a337134c244ea9814120194a773afc86-ssl%22	https://appstack.bootlab.io/img/screenshots/theme-colored.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/screenshots/theme-colored.jpg	(from https://appstack.bootlab.io/index.html)
10:37:07	47381/47381	---M-Z	200	added ('OK')	text/html	etag:%22f08b7f04b6795c563d1c1c625f5af19e-ssl-df%22	https://appstack.bootlab.io/dashboard-default.html?theme=light	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/dashboard-default6a08.html	(from https://appstack.bootlab.io/index.html)
10:37:08	73432/73432	---M--	200	added ('OK')	image/jpeg	etag:%22638cfb119ecea122021f4d223ac0b9d1-ssl%22	https://appstack.bootlab.io/img/screenshots/theme-light.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/screenshots/theme-light.jpg	(from https://appstack.bootlab.io/index.html)
10:37:09	47381/47381	---M-Z	200	added ('OK')	text/html	etag:%22f08b7f04b6795c563d1c1c625f5af19e-ssl-df%22	https://appstack.bootlab.io/dashboard-default.html?sidebarPosition=right	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/dashboard-default6534.html	(from https://appstack.bootlab.io/index.html)
10:37:11	73724/73724	---M--	200	added ('OK')	image/jpeg	etag:%22be2a92b9321813313719f10443825698-ssl%22	https://appstack.bootlab.io/img/screenshots/sidebar-right.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/screenshots/sidebar-right.jpg	(from https://appstack.bootlab.io/index.html)
10:37:12	1168/1168	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f023b6cb1d479126b3d66f0d3d68b48b-ssl-df%22	https://appstack.bootlab.io/img/brands/bootstrap.svg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/brands/bootstrap.svg	(from https://appstack.bootlab.io/index.html)
10:37:13	73390/73390	---M--	200	added ('OK')	image/jpeg	etag:%2202a3b71a74f420af2c91bfe59d3c492e-ssl%22	https://appstack.bootlab.io/img/screenshots/dashboard-default.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/screenshots/dashboard-default.jpg	(from https://appstack.bootlab.io/index.html)
10:37:14	71051/71051	---M--	200	added ('OK')	image/jpeg	etag:%22c9c9b07f54ae087dd6d1b19340b72d8c-ssl%22	https://appstack.bootlab.io/img/screenshots/dashboard-analytics.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/screenshots/dashboard-analytics.jpg	(from https://appstack.bootlab.io/index.html)
10:37:15	66408/66408	---M--	200	added ('OK')	image/jpeg	etag:%22b3464f94e37e7469413794ca3067d718-ssl%22	https://appstack.bootlab.io/img/screenshots/dashboard-saas.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/screenshots/dashboard-saas.jpg	(from https://appstack.bootlab.io/index.html)
10:37:17	90687/90687	---M--	200	added ('OK')	image/jpeg	etag:%2282520c0b85f775f101f3c34b82a98386-ssl%22	https://appstack.bootlab.io/img/screenshots/dashboard-social.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/screenshots/dashboard-social.jpg	(from https://appstack.bootlab.io/index.html)
10:37:18	72696/72696	---M--	200	added ('OK')	image/jpeg	etag:%224852480d4835418677de0bc033d253bd-ssl%22	https://appstack.bootlab.io/img/screenshots/dashboard-crypto.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/screenshots/dashboard-crypto.jpg	(from https://appstack.bootlab.io/index.html)
10:37:19	99231/99231	---M--	200	added ('OK')	image/jpeg	etag:%22d16e43503d1a72cc4275bc6ddd247268-ssl%22	https://appstack.bootlab.io/img/screenshots/pages-projects-list.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/screenshots/pages-projects-list.jpg	(from https://appstack.bootlab.io/index.html)
10:37:20	35907/35907	---M--	200	added ('OK')	image/png	etag:%22b982ec86c1656d0f9dc53c520bdd0754-ssl%22	https://appstack.bootlab.io/img/illustrations/searching.png	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/illustrations/searching.png	(from https://appstack.bootlab.io/dashboard-analytics.html)
10:37:22	60560/60560	---M--	200	added ('OK')	image/png	etag:%2281d1c9edcae7f0f170496e9d64ea680d-ssl%22	https://appstack.bootlab.io/img/illustrations/social.png	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/illustrations/social.png	(from https://appstack.bootlab.io/dashboard-saas.html)
10:37:23	81412/81412	---M--	200	added ('OK')	image/jpeg	etag:%22f5b251f1e6246bb6ec14cb10d2ce6cb3-ssl%22	https://appstack.bootlab.io/img/photos/unsplash-2.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/photos/unsplash-2.jpg	(from https://appstack.bootlab.io/dashboard-social.html)
10:37:25	335328/335328	---M--	200	added ('OK')	image/jpeg	etag:%2234c436ec8ad7eb189b8919180cc80537-ssl%22	https://appstack.bootlab.io/img/photos/unsplash-3.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/photos/unsplash-3.jpg	(from https://appstack.bootlab.io/dashboard-social.html)
10:37:28	46003/46003	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03e7a-b3b3%22	https://cdnjs.cloudflare.com/ajax/libs/highlight.js/9.12.0/highlight.min.js	D:/New%20folder/new-proj/temp2/proj2/cdnjs.cloudflare.com/ajax/libs/highlight.js/9.12.0/highlight.min.js	(from https://appstack.bootlab.io/docs-introduction.html)
10:37:28	171146/171146	---M--	200	added ('OK')	image/jpeg	etag:%2266745d78f8125175c2f0fcdc31a65a89-ssl%22	https://appstack.bootlab.io/img/photos/unsplash-1.jpg	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/img/photos/unsplash-1.jpg	(from https://appstack.bootlab.io/dashboard-social.html)
10:37:30	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1562762081-ssl-df	https://appstack.bootlab.io/tables-datatables.html	D:/New%20folder/new-proj/temp2/proj2/appstack.bootlab.io/tables-datatables.76.delayed	(from https://appstack.bootlab.io/tables-datatables-ajax.html)
